C61	C62
AT3G27630	20	17
AT3G27640	74	57
AT3G05275	0	0
AT3G27650	164	122
AT3G27660	4	6
AT3G27670	605	537
AT3G27680	0	0
AT3G27690	14	689
AT3G27700	627	541
AT3G27710	1	1
AT3G27720	0	0
AT3G27730	34	28
AT3G27740	883	682
AT3G05285	1	1
AT3G27750	38	31
AT3G27770	2357	1405
AT3G27785	0	0
AT3G05295	0	0
AT3G05305	0	0
AT3G27810	0	0
AT3G05315	0	0
AT3G27809	0	0
AT3G27820	1590	1439
AT3G27825	0	0
AT3G27830	332	585
AT3G27831	0	0
AT3G27835	0	0
AT3G27840	0	0
AT3G27845	0	0
AT3G27850	199	383
AT3G27860	4	1
AT3G27865	2	1
AT3G05325	3	0
AT3G05335	9	2
AT3G05355	6	1
AT3G27870	122	87
AT3G27880	211	223
AT3G27884	51	41
AT3G27890	1853	1738
AT3G27900	9	1
AT3G27906	174	109
AT3G27910	0	0
AT3G27920	1	1
AT3G05375	0	0
AT3G27925	328	421
AT3G27930	165	134
AT3G27940	6	3
AT3G27950	61	17
AT3G27960	912	900
AT3G27970	0	1
AT3G27990	288	200
AT3G27980	1	1
AT3G27999	0	0
AT3G28007	0	0
AT3G28020	0	0
AT3G28030	437	316
AT3G28040	381	482
AT3G28050	909	849
AT3G28060	0	0
AT3G28070	0	22
AT3G28080	0	15
AT3G28100	177	154
AT3G28120	0	0
AT3G28130	132	115
AT3G28140	92	72
AT3G28150	4	12
AT3G05385	0	1
AT3G05395	0	0
AT3G28155	12	3
AT3G05445	1	0
AT3G28170	3	1
AT3G28180	679	501
AT3G28190	0	0
AT3G28193	0	0
AT3G28200	800	618
AT3G28210	51	81
AT3G28216	0	0
AT3G28220	0	17
AT3G28223	0	0
AT3G28230	0	0
AT3G05455	0	0
AT3G28243	0	0
AT3G28250	0	0
AT3G28270	9	327
AT3G28280	0	0
AT3G05465	0	0
AT3G28290	0	0
AT3G28291	0	0
AT3G05475	0	0
AT3G05485	0	0
AT3G28300	0	0
AT3G28310	2	0
AT3G28320	0	0
AT3G28330	0	0
AT3G28335	1	0
AT3G28340	257	248
AT3G28345	2568	3203
AT3G28360	2	3
AT3G05495	0	0
AT3G28370	41	26
AT3G28380	8	5
AT3G28390	0	0
AT3G28410	0	0
AT3G28415	0	0
AT3G28420	3	10
AT3G28430	450	344
AT3G28450	624	632
AT3G28455	77	55
AT3G28460	66	64
AT3G28470	0	1
AT3G28480	396	312
AT3G28490	0	0
AT3G28500	5	1
AT3G05505	0	0
AT3G28510	0	1
AT3G28520	0	0
AT3G28530	0	0
AT3G28540	1	2
AT3G28550	24264	30970
AT3G05515	0	0
AT3G28560	0	0
AT3G28570	0	0
AT3G05535	0	0
AT3G28580	1	10
AT3G28590	0	0
AT3G28600	0	2
AT3G28610	0	0
AT3G28620	4	7
AT3G28630	1	0
AT3G28635	15	12
AT3G28640	31	18
AT3G28650	36	34
AT3G28660	14	11
AT3G28670	377	219
AT3G28674	0	0
AT3G28680	0	0
AT3G05555	0	0
AT3G28685	0	0
AT3G28690	1400	1146
AT3G28695	0	0
AT3G28700	208	124
AT3G28710	2583	2443
AT3G28715	1452	1453
AT3G28720	816	597
AT3G28730	1195	818
AT3G28740	214	255
AT3G28750	7	2
AT3G28760	59	51
AT3G28770	0	1
AT3G28780	0	0
AT3G28785	0	0
AT3G28790	0	0
AT3G28810	0	0
AT3G28820	0	0
AT3G28830	1	1
AT3G28840	0	2
AT3G28850	189	162
AT3G28853	0	0
AT3G28857	2	4
AT3G28860	3726	2622
AT3G28870	0	0
AT3G28875	15	4
AT3G28880	80	42
AT3G05575	0	0
AT3G28890	2	0
AT3G28900	1730	1077
AT3G28899	1	0
AT3G05585	0	0
AT3G28910	142	156
AT3G28917	8	3
AT3G05595	0	0
AT3G28918	0	0
AT3G28920	238	238
AT3G28922	0	0
AT3G05605	0	0
AT3G28925	0	0
AT3G28930	57	35
AT3G05635	5	1
AT3G28940	2729	2369
AT3G28950	678	543
AT3G28956	63	46
AT3G28958	0	0
AT3G28960	6	14
AT3G28970	243	187
AT3G05645	0	0
AT3G28980	1	0
AT3G28990	0	0
AT3G29000	14	52
AT3G29010	58	50
AT3G29020	0	0
AT3G29030	2	30
AT3G29033	0	0
AT3G29034	446	404
AT3G29035	365	395
AT3G05655	3	2
AT3G29040	1	0
AT3G29050	0	0
AT3G29060	0	0
AT3G29070	0	0
AT3G29075	571	461
AT3G05665	0	0
AT3G29080	0	0
AT3G29090	210	166
AT3G29095	0	0
AT3G29100	63	42
AT3G29110	3	0
AT3G05695	0	0
AT3G29130	119	78
AT3G29140	10	6
AT3G05705	0	0
AT3G29152	0	0
AT3G29160	551	534
AT3G29170	220	148
AT3G29173	11	10
AT3G29180	1698	1412
AT3G05715	10	10
AT3G29185	95	81
AT3G29190	0	0
AT3G29200	914	831
AT3G29230	65	65
AT3G29240	453	667
AT3G29250	1816	1357
AT3G29255	0	0
AT3G29260	0	0
AT3G29270	348	278
AT3G29280	60	54
AT3G29290	92	119
AT3G29300	17	6
AT3G29305	2	0
AT3G29310	701	572
AT3G29320	364	222
AT3G29330	36	43
AT3G29340	0	1
AT3G29350	492	391
AT3G29360	3010	2732
AT3G29370	15	13
AT3G29375	67	50
AT3G29380	0	0
AT3G29385	0	0
AT3G29390	781	452
AT3G29400	234	228
AT3G29410	244	134
AT3G29430	48	25
AT3G29450	0	0
AT3G29455	0	0
AT3G29560	0	0
AT3G29570	0	0
AT3G05735	0	0
AT3G29575	403	240
AT3G05745	0	0
AT3G05765	0	0
AT3G29580	2	0
AT3G29590	0	0
AT3G05785	0	0
AT3G05795	0	0
AT3G05805	0	0
AT3G29630	423	368
AT3G05815	0	0
AT3G05825	0	0
AT3G29633	0	0
AT3G29635	22	31
AT3G29636	0	0
AT3G29631	0	1
AT3G05845	0	0
AT3G29637	0	0
AT3G05855	0	0
AT3G29638	0	0
AT3G29639	12	6
AT3G29645	0	1
AT3G05885	0	0
AT3G05895	0	0
AT3G05915	0	0
AT3G05925	0	0
AT3G29644	32	29
AT3G05945	0	2
AT3G29670	11	17
AT3G29680	113	55
AT3G29690	0	1
AT3G29720	0	0
AT3G29740	0	0
AT3G29750	0	0
AT3G05955	25	23
AT3G29760	351	304
AT3G29763	0	0
AT3G29765	0	0
AT3G29785	0	0
AT3G29770	329	308
AT3G29780	356	397
AT3G29790	0	0
AT3G29791	0	0
AT3G29796	0	0
AT3G29797	0	0
AT3G29800	0	0
AT3G29810	272	281
AT3G05965	0	0
AT3G29830	0	0
AT3G29970	9	1
AT3G05985	0	0
AT3G05995	1	0
AT3G06015	0	0
AT3G30160	1	0
AT3G30165	0	0
AT3G30180	590	410
AT3G30200	4	0
AT3G30210	5	4
AT3G30220	0	0
AT3G30222	0	0
AT3G30230	0	0
AT3G30235	0	0
AT3G30247	0	0
AT3G06025	0	0
AT3G30260	1	1
AT3G30280	0	0
AT3G30290	0	0
AT3G30300	500	281
AT3G30305	0	0
AT3G06045	0	0
AT3G30320	0	0
AT3G30340	0	0
AT3G30345	0	0
AT3G30350	118	72
AT3G30370	0	0
AT3G30380	318	198
AT3G30390	9467	9668
AT3G30383	0	0
AT3G30385	0	0
AT3G30387	0	0
AT3G30430	0	0
AT3G30460	7	3
AT3G30520	0	0
AT3G30525	0	0
AT3G30530	2	0
AT3G30540	0	0
AT3G30580	12	4
AT3G06055	0	0
AT3G30705	0	0
AT3G06065	0	0
AT3G30720	6	9
AT3G30725	0	3
AT3G30730	0	0
AT3G30739	0	0
AT3G06075	0	0
AT3G30770	1	0
AT3G30775	2470	1931
AT3G06095	0	0
AT3G30805	1	3
AT3G30820	0	0
AT3G06115	0	0
AT3G30823	0	0
AT3G06135	0	0
AT3G06155	0	0
AT3G30840	0	0
AT3G30841	211	176
AT3G30842	6	7
AT3G30845	0	0
AT3G06165	0	0
AT3G06185	0	0
AT3G31350	0	0
AT3G31402	0	0
AT3G31430	0	0
AT3G31550	0	0
AT3G31560	0	0
AT3G31900	0	0
AT3G06205	0	0
AT3G06215	0	0
AT3G31910	0	1
AT3G31925	0	0
AT3G31950	0	0
AT3G06225	0	0
AT3G06235	0	0
AT3G06245	0	0
AT3G32030	198	199
AT3G06255	0	0
AT3G32040	375	384
AT3G32047	51	46
AT3G32050	0	0
AT3G06265	0	0
AT3G06275	0	0
AT3G32090	0	0
AT3G32130	0	0
AT3G32150	0	0
AT3G32160	0	0
AT3G32180	0	0
AT3G32190	0	0
AT3G32200	0	1
AT3G32260	0	0
AT3G32280	0	0
AT3G32330	0	0
AT3G06285	0	0
AT3G32380	0	0
AT3G32400	0	0
AT3G32410	0	0
AT3G32420	0	0
AT3G32896	0	0
AT3G32904	0	0
AT3G06295	0	0
AT3G32920	0	0
AT3G32930	302	239
AT3G32940	494	321
AT3G32960	0	0
AT3G32980	50682	59718
AT3G06315	0	0
AT3G33187	0	0
AT3G33293	0	0
AT3G33393	0	0
AT3G33494	1	0
AT3G33528	23	12
AT3G33530	1666	1283
AT3G33520	315	184
AT3G41762	5	2
AT3G41761	431	246
AT3G06325	37	30
AT3G06345	118	97
AT3G41768	156315	162891
AT3G06355	616	393
AT3G41979	0	0
AT3G42050	4886	4728
AT3G42060	0	1
AT3G42075	0	0
AT3G42130	0	0
AT3G42140	0	0
AT3G42148	0	0
AT3G42150	300	213
AT3G42153	0	0
AT3G42155	0	0
AT3G42160	0	0
AT3G42170	1034	744
AT3G42180	90	99
AT3G06375	0	0
AT3G42310	0	0
AT3G42390	0	0
AT3G06385	0	0
AT3G42473	0	0
AT3G06395	0	0
AT3G42550	1	0
AT3G06405	0	0
AT3G06415	0	0
AT3G42560	0	0
AT3G42565	0	0
AT3G42570	0	0
AT3G42628	0	0
AT3G42630	187	136
AT3G06425	0	0
AT3G42640	235	129
AT3G06445	0	0
AT3G42660	391	194
AT3G42670	202	161
AT3G06465	0	0
AT3G42723	0	0
AT3G42725	18	11
AT3G42770	0	0
AT3G42780	0	0
AT3G42786	0	0
AT3G42790	1091	827
AT3G29794	0	0
AT3G06475	2	0
AT3G42800	36	29
AT3G42830	1	0
AT3G42850	6	7
AT3G42860	91	63
AT3G42870	0	0
AT3G06485	0	0
AT3G42880	0	0
AT3G42940	0	0
AT3G42950	615	463
AT3G42960	0	0
AT3G42990	0	0
AT3G42995	0	0
AT3G43083	0	0
AT3G06495	0	0
AT3G06515	2	1
AT3G06525	0	0
AT3G43110	106	131
AT3G43120	0	0
AT3G43148	0	0
AT3G43150	0	0
AT3G43153	0	0
AT3G43160	0	0
AT3G06535	0	0
AT3G06555	0	0
AT3G43170	0	0
AT3G43180	0	0
AT3G43190	1769	724
AT3G43210	293	223
AT3G43220	1205	1164
AT3G43230	836	855
AT3G43240	563	409
AT3G43250	0	0
AT3G43260	0	0
AT3G43270	156	151
AT3G06565	0	0
AT3G43280	0	0
AT3G43290	0	0
AT3G43291	0	0
AT3G06575	0	0
AT3G43300	3429	2738
AT3G43340	0	0
AT3G06585	0	0
AT3G43400	0	0
AT3G06595	0	0
AT3G06605	0	2
AT3G43410	0	0
AT3G43415	0	0
AT3G43420	0	0
AT3G43430	283	350
AT3G06615	0	0
AT3G43432	0	0
AT3G06625	0	0
AT3G43440	252	166
AT3G43470	0	0
AT3G43480	0	0
AT3G43490	0	0
AT3G43500	0	0
AT3G43503	0	0
AT3G43505	0	0
AT3G43520	553	465
AT3G06635	0	0
AT3G43540	147	111
AT3G43550	0	0
AT3G43570	0	0
AT3G43572	0	0
AT3G43574	0	0
AT3G43580	31	16
AT3G43583	0	1
AT3G43590	461	362
AT3G43600	1617	1380
AT3G43610	569	370
AT3G43630	0	0
AT3G43645	0	0
AT3G43660	0	0
AT3G43670	903	858
AT3G06645	0	0
AT3G43682	0	0
AT3G43700	224	147
AT3G43710	0	0
AT3G06655	0	0
AT3G43720	241	279
AT3G43740	315	250
AT3G43750	0	0
AT3G43790	79	65
AT3G43800	1260	1095
AT3G43810	3023	2105
AT3G06675	0	0
AT3G43833	0	0
AT3G43837	0	0
AT3G43840	6	5
AT3G06685	0	0
AT3G43850	0	1
AT3G43860	0	0
AT3G43870	0	0
AT3G43880	0	0
AT3G43890	97	119
AT3G06695	0	0
AT3G43910	0	0
AT3G43920	125	89
AT3G43930	38	22
AT3G43940	0	0
AT3G43950	0	0
AT3G43960	571	394
AT3G43970	1	0
AT3G43980	563	342
AT3G43990	0	0
AT3G44006	0	0
AT3G44010	3474	2575
AT3G44020	11	21
AT3G44050	367	183
AT3G44060	0	0
AT3G44070	0	0
AT3G06715	0	0
AT3G44080	0	0
AT3G06725	0	0
AT3G44090	0	0
AT3G06735	0	0
AT3G44100	961	841
AT3G44110	5331	4194
AT3G06745	0	0
AT3G44115	0	0
AT3G44120	7	7
AT3G44130	0	0
AT3G44140	0	0
AT3G44150	358	248
AT3G44160	140	105
AT3G44170	0	0
AT3G44180	0	0
AT3G44190	1278	1414
AT3G44200	2168	1799
AT3G44210	0	0
AT3G44220	78	55
AT3G44230	0	0
AT3G44235	0	0
AT3G44240	0	0
AT3G44250	1	0
AT3G44260	48	208
AT3G44261	0	0
AT3G44265	0	0
AT3G44280	270	219
AT3G06755	2	0
AT3G44290	20	6
AT3G06765	0	0
AT3G44300	84	84
AT3G44310	1902	2879
AT3G44320	999	818
AT3G44326	238	222
AT3G44330	2309	1683
AT3G44340	1773	1306
AT3G06775	0	0
AT3G44350	0	0
AT3G06785	0	0
AT3G44370	196	153
AT3G44380	72	78
AT3G06795	0	0
AT3G44400	311	262
AT3G44405	12	4
AT3G06805	0	0
AT3G06815	0	0
AT3G44428	0	0
AT3G44430	274	245
AT3G44435	9	13
AT3G44440	7	1
AT3G06835	0	0
AT3G44444	0	0
AT3G44450	14	33
AT3G44460	0	0
AT3G44480	728	583
AT3G44485	0	0
AT3G44490	0	1
AT3G44510	230	196
AT3G44530	296	214
AT3G06845	0	0
AT3G44540	805	777
AT3G06855	0	0
AT3G44550	990	960
AT3G44555	0	0
AT3G44560	0	0
AT3G44570	0	0
AT3G44580	0	0
AT3G44590	882	494
AT3G44600	548	403
AT3G44610	113	73
AT3G44620	185	154
AT3G44630	207	248
AT3G44635	2	1
AT3G44660	0	0
AT3G44665	0	0
AT3G44670	565	373
AT3G44680	288	201
AT3G44690	138	111
AT3G44695	5	3
AT3G44700	11	9
AT3G44703	0	4
AT3G44704	0	0
AT3G44710	34	20
AT3G44713	30	19
AT3G44716	25	15
AT3G44718	0	0
AT3G44720	1101	1104
AT3G44730	458	431
AT3G44735	188	123
AT3G44740	96	43
AT3G44750	1549	832
AT3G44753	51	54
AT3G44755	8	9
AT3G06905	0	0
AT3G44760	0	0
AT3G06915	0	0
AT3G44763	0	0
AT3G06925	0	0
AT3G44766	0	0
AT3G44765	2	1
AT3G44769	2	0
AT3G44770	18	11
AT3G44780	0	0
AT3G44785	0	0
AT3G44790	0	2
AT3G44798	2	2
AT3G44800	4	7
AT3G44805	0	2
AT3G44810	0	0
AT3G06935	0	0
AT3G44820	263	226
AT3G44830	3	0
AT3G44840	0	0
AT3G44850	363	252
AT3G44860	0	1
AT3G44870	4	0
AT3G44880	39	75
AT3G44890	174	243
AT3G44900	3	0
AT3G44910	0	0
AT3G44920	0	0
AT3G44930	0	0
AT3G44935	0	0
AT3G44940	131	123
AT3G44950	0	0
AT3G44955	0	0
AT3G44960	18	11
AT3G44970	0	108
AT3G44980	0	0
AT3G44990	3719	3633
AT3G45000	0	0
AT3G45010	1356	1925
AT3G45020	47	48
AT3G45030	1896	1243
AT3G45040	376	309
AT3G45050	28	27
AT3G45060	0	0
AT3G45070	1024	898
AT3G45080	128	96
AT3G45090	787	564
AT3G45093	0	0
AT3G06955	2	7
AT3G45100	345	192
AT3G45110	5	2
AT3G45130	15	10
AT3G06975	0	1
AT3G07045	0	0
AT3G45140	1	82
AT3G45150	0	4
AT3G45160	1507	1008
AT3G45170	0	0
AT3G45180	1	0
AT3G07065	0	0
AT3G45190	1403	1019
AT3G45200	0	0
AT3G07075	0	0
AT3G45210	415	357
AT3G45220	0	0
AT3G45230	272	181
AT3G45240	543	435
AT3G45243	0	0
AT3G45245	0	0
AT3G45248	0	0
AT3G07085	0	0
AT3G45252	0	0
AT3G07095	0	0
AT3G45260	79	76
AT3G45275	0	0
AT3G45280	10	10
AT3G45285	0	0
AT3G45290	20	13
AT3G07105	2	2
AT3G45300	1065	785
AT3G45310	1672	1442
AT3G45320	0	0
AT3G45330	77	90
AT3G45390	71	69
AT3G45400	201	174
AT3G45410	551	618
AT3G45420	41	26
AT3G07125	0	0
AT3G45430	59	39
AT3G45440	55	43
AT3G45443	114	103
AT3G45450	0	0
AT3G07135	0	0
AT3G45460	0	0
AT3G45470	0	0
AT3G45480	0	0
AT3G45490	4	1
AT3G45500	0	0
AT3G45510	0	0
AT3G45525	0	0
AT3G45530	90	75
AT3G45540	4	0
AT3G45555	0	0
AT3G07155	0	0
AT3G45560	0	0
AT3G07165	0	0
AT3G45570	0	0
AT3G45577	0	0
AT3G45580	0	0
AT3G45590	47	48
AT3G07175	0	0
AT3G45600	1638	1473
AT3G07205	0	3
AT3G45610	65	31
AT3G45620	439	336
AT3G45630	875	755
AT3G45638	0	0
AT3G45640	716	791
AT3G45645	2	0
AT3G45650	1013	934
AT3G45660	40	22
AT3G45670	0	0
AT3G07225	0	0
AT3G07235	0	0
AT3G45673	0	0
AT3G45680	263	239
AT3G45690	0	0
AT3G45700	810	642
AT3G07245	0	0
AT3G45710	2511	2417
AT3G45720	1	0
AT3G45730	36	33
AT3G45740	182	148
AT3G07265	0	0
AT3G45750	124	65
AT3G45760	0	1
AT3G45770	427	314
AT3G45780	855	834
AT3G45790	0	0
AT3G07275	0	0
AT3G45800	0	0
AT3G45810	0	0
AT3G45820	1	0
AT3G45830	676	575
AT3G45840	192	252
AT3G45850	785	492
AT3G45851	0	0
AT3G07295	0	0
AT3G45860	17	18
AT3G45870	41	39
AT3G07305	1	1
AT3G45880	46	23
AT3G45890	139	100
AT3G45900	199	179
AT3G45910	0	0
AT3G45920	0	0
AT3G45930	621	412
AT3G45935	0	0
AT3G45940	0	0
AT3G45950	0	0
AT3G45955	0	0
AT3G45960	10	13
AT3G45965	0	0
AT3G45970	289	322
AT3G45980	2410	1898
AT3G07315	220	190
AT3G45990	0	0
AT3G46000	1303	1265
AT3G46010	1401	1170
AT3G46020	44	33
AT3G46030	2780	1982
AT3G46040	1574	1026
AT3G46050	0	0
AT3G46060	2174	1703
AT3G46070	0	0
AT3G46080	0	8
AT3G46086	0	0
AT3G46090	3	9
AT3G46100	208	141
AT3G46110	6	7
AT3G46120	0	0
AT3G07325	0	0
AT3G46130	723	410
AT3G46140	0	0
AT3G46150	9	17
AT3G46160	0	0
AT3G46170	12	12
AT3G46180	202	155
AT3G46190	0	0
AT3G46200	192	132
AT3G07335	0	0
AT3G07345	0	0
AT3G46210	252	153
AT3G46220	531	381
AT3G07355	0	0
AT3G46230	3156	2900
AT3G07365	70	58
AT3G46240	15	15
AT3G46260	5	3
AT3G46270	100	113
AT3G46280	1577	1246
AT3G46290	1229	1147
AT3G07375	4	1
AT3G46300	0	0
AT3G07385	0	0
AT3G46310	0	0
AT3G07395	0	0
AT3G46320	452	302
AT3G46330	163	169
AT3G07405	0	0
AT3G07415	0	0
AT3G46340	64	50
AT3G46350	1	0
AT3G46355	1	1
AT3G46360	0	0
AT3G46370	37	50
AT3G46380	0	0
AT3G46390	0	0
AT3G46400	120	76
AT3G46410	0	0
AT3G46420	1	9
AT3G46430	1363	1005
AT3G46440	1169	1044
AT3G46450	692	624
AT3G46460	558	424
AT3G46470	0	1
AT3G46480	0	0
AT3G46490	32	53
AT3G46500	115	65
AT3G46510	1524	1412
AT3G46520	1	1
AT3G46530	95	177
AT3G46540	339	347
AT3G07435	0	0
AT3G46550	353	345
AT3G46560	696	492
AT3G46565	0	0
AT3G46570	0	0
AT3G46580	95	49
AT3G46585	0	0
AT3G46590	686	544
AT3G46600	747	960
AT3G46610	123	136
AT3G46613	0	0
AT3G07465	0	0
AT3G46614	2	0
AT3G07475	0	0
AT3G07485	0	0
AT3G07495	0	1
AT3G46616	1	1
AT3G46617	0	0
AT3G07505	0	0
AT3G07515	0	0
AT3G46620	611	789
AT3G46630	74	110
AT3G46640	669	561
AT3G46650	62	39
AT3G46658	51	57
AT3G46660	0	0
AT3G46666	1	0
AT3G46668	40	28
AT3G46670	0	13
AT3G46680	1	2
AT3G46690	204	214
AT3G46700	607	544
AT3G46710	64	81
AT3G46720	187	173
AT3G46730	47	50
AT3G46735	16	25
AT3G46740	1194	892
AT3G46750	5	1
AT3G46760	31	43
AT3G46770	0	0
AT3G46780	11	779
AT3G46790	249	215
AT3G46800	25	33
AT3G46810	63	77
AT3G46820	393	303
AT3G46830	1122	893
AT3G07545	0	0
AT3G46840	0	0
AT3G46845	601	488
AT3G07555	3	0
AT3G46850	0	0
AT3G46860	0	0
AT3G07585	0	0
AT3G46870	81	52
AT3G46875	0	0
AT3G46880	8	14
AT3G46890	34	38
AT3G46900	18	20
AT3G46910	0	0
AT3G46920	323	277
AT3G46930	270	275
AT3G46940	331	217
AT3G46950	47	55
AT3G07605	0	0
AT3G46960	543	393
AT3G46970	187	92
AT3G46980	240	209
AT3G46990	84	61
AT3G07615	2	1
AT3G47000	906	789
AT3G07625	3	1
AT3G47010	144	124
AT3G47020	0	0
AT3G47030	27	22
AT3G47040	192	271
AT3G47050	27	18
AT3G47060	358	332
AT3G47070	43	643
AT3G47080	162	189
AT3G47090	4	5
AT3G07635	5	2
AT3G47100	1	0
AT3G47110	89	74
AT3G47120	258	203
AT3G47130	0	0
AT3G47140	0	0
AT3G47150	0	0
AT3G47160	403	329
AT3G47170	0	0
AT3G07645	0	0
AT3G47180	29	31
AT3G47190	0	0
AT3G47200	277	303
AT3G07655	0	0
AT3G07665	0	0
AT3G47210	402	418
AT3G47220	254	187
AT3G07675	0	0
AT3G47250	0	111
AT3G07685	0	0
AT3G07695	0	0
AT3G47290	17	56
AT3G47295	2	34
AT3G07705	0	2
AT3G47300	103	84
AT3G47340	6	14
AT3G47341	0	0
AT3G07715	4	2
AT3G47342	0	1
AT3G07725	0	0
AT3G07735	0	2
AT3G47347	7	5
AT3G47348	47	28
AT3G47350	2492	1841
AT3G47360	211	113
AT3G47370	2251	1447
AT3G47380	18	6
AT3G47390	222	168
AT3G07745	0	0
AT3G47400	167	181
AT3G47410	0	0
AT3G07755	0	0
AT3G47420	868	853
AT3G47430	0	132
AT3G47440	0	0
AT3G47450	74	65
AT3G47460	176	100
AT3G47470	1397	4316
AT3G07765	0	0
AT3G47480	0	0
AT3G47490	159	101
AT3G47500	742	599
AT3G47510	307	161
AT3G47520	2431	1963
AT3G47530	67	50
AT3G07775	0	0
AT3G47540	262	201
AT3G47550	350	346
AT3G47560	72	83
AT3G47570	122	76
AT3G47580	10	18
AT3G07785	0	0
AT3G47590	350	258
AT3G47600	37	40
AT3G47610	496	387
AT3G47620	641	578
AT3G47630	189	128
AT3G47640	226	147
AT3G47650	32	139
AT3G47660	0	0
AT3G47670	705	655
AT3G07795	5	2
AT3G47675	91	59
AT3G47680	379	207
AT3G47690	147	73
AT3G47700	376	284
AT3G47710	60	37
AT3G47720	107	43
AT3G47730	1829	1977
AT3G07805	14	2
AT3G07815	0	0
AT3G47740	87	61
AT3G47750	3	18
AT3G47760	15	4
AT3G47770	64	43
AT3G47780	381	348
AT3G47790	76	43
AT3G47800	317	201
AT3G47810	1516	1218
AT3G07825	2	0
AT3G47820	252	282
AT3G47830	21	10
AT3G47833	664	601
AT3G47836	406	312
AT3G47840	28	16
AT3G47850	200	183
AT3G47860	105	79
AT3G47870	2	1
AT3G47890	812	545
AT3G47910	1238	962
AT3G47920	0	0
AT3G47930	397	291
AT3G47940	198	132
AT3G47950	189	245
AT3G47960	504	538
AT3G07835	0	0
AT3G07845	0	0
AT3G47965	254	273
AT3G47980	392	243
AT3G47990	503	382
AT3G48000	2295	2110
AT3G48010	10	9
AT3G48020	120	140
AT3G48030	392	295
AT3G07855	0	0
AT3G48040	132	56
AT3G48050	1799	1710
AT3G48057	0	0
AT3G48060	769	621
AT3G48070	325	292
AT3G48080	144	190
AT3G48090	746	766
AT3G48100	338	279
AT3G07865	0	0
AT3G48110	378	274
AT3G48115	456	394
AT3G48120	141	70
AT3G48131	3	3
AT3G48140	5995	5228
AT3G48150	178	145
AT3G48160	118	53
AT3G48170	1720	1391
AT3G48180	133	105
AT3G48185	94	87
AT3G48187	96	74
AT3G07875	0	0
AT3G48190	414	237
AT3G48195	565	465
AT3G07885	0	0
AT3G48200	1	191
AT3G48201	0	0
AT3G07895	0	0
AT3G48205	0	0
AT3G07905	0	0
AT3G48208	0	0
AT3G48209	0	0
AT3G48210	243	155
AT3G48220	0	0
AT3G48230	3	2
AT3G48231	0	0
AT3G07915	1	0
AT3G48240	28	31
AT3G48250	116	90
AT3G48260	180	97
AT3G48270	0	0
AT3G48280	11	29
AT3G48290	1	2
AT3G48300	1	0
AT3G48298	0	0
AT3G48310	0	64
AT3G48320	3	28
AT3G07925	1	0
AT3G48330	331	218
AT3G48275	0	0
AT3G48340	3120	2826
AT3G48343	8	10
AT3G48344	0	0
AT3G48346	23	12
AT3G07935	3	6
AT3G48350	48	50
AT3G48360	417	544
AT3G07945	0	0
AT3G48380	575	401
AT3G48390	15	14
AT3G48410	253	184
AT3G48400	101	75
AT3G48420	10	172
AT3G48425	90	54
AT3G48430	760	497
AT3G48440	76	66
AT3G48450	172	188
AT3G48460	95	182
AT3G48470	146	109
AT3G48475	0	0
AT3G48480	28	12
AT3G07955	0	0
AT3G07965	0	0
AT3G48490	19	11
AT3G48500	232	177
AT3G07975	0	0
AT3G48510	44	27
AT3G48515	0	0
AT3G48520	151	169
AT3G07985	0	0
AT3G48530	3167	2991
AT3G48540	34	36
AT3G48550	44	24
AT3G48560	2549	2587
AT3G48570	221	211
AT3G48580	1	4
AT3G48590	171	156
AT3G48600	21	10
AT3G48610	151	144
AT3G48620	2	0
AT3G48630	0	0
AT3G48640	0	0
AT3G48660	66	34
AT3G48670	683	369
AT3G48675	0	1
AT3G48680	1287	1087
AT3G48690	1686	1805
AT3G48700	72	72
AT3G48710	354	207
AT3G48720	1	43
AT3G48730	195	281
AT3G48740	18	116
AT3G48745	0	0
AT3G48750	919	748
AT3G48760	1259	1052
AT3G48770	3	3
AT3G07995	0	0
AT3G08005	0	0
AT3G48780	1122	929
AT3G48790	7	2
AT3G48800	147	119
AT3G48810	60	71
AT3G48820	334	225
AT3G48830	52	25
AT3G48835	10	4
AT3G48840	0	0
AT3G48850	2	1
AT3G48860	670	499
AT3G48870	2696	1872
AT3G48880	480	466
AT3G48890	1368	1223
AT3G48900	38	11
AT3G48920	84	94
AT3G48930	5278	3431
AT3G48940	195	178
AT3G48950	0	0
AT3G48960	0	0
AT3G48970	61	60
AT3G48980	91	65
AT3G48990	6844	6730
AT3G49000	207	134
AT3G49010	8046	5045
AT3G49020	0	0
AT3G49030	0	0
AT3G08025	0	0
AT3G08035	0	0
AT3G49040	0	1
AT3G49045	0	0
AT3G49050	272	190
AT3G49055	9	9
AT3G49060	431	339
AT3G49070	40	49
AT3G49080	826	512
AT3G49100	326	208
AT3G49110	0	4
AT3G49115	0	0
AT3G49120	348	556
AT3G49130	2	2
AT3G49140	306	225
AT3G49142	30	15
AT3G49150	1	0
AT3G49155	0	0
AT3G49160	119	94
AT3G49170	82	40
AT3G49180	271	162
AT3G08045	0	0
AT3G49190	66	102
AT3G49200	0	0
AT3G49210	356	277
AT3G49220	666	704
AT3G49230	0	0
AT3G49250	180	90
AT3G49240	294	204
AT3G49260	0	11
AT3G49270	0	0
AT3G49290	109	77
AT3G49300	0	0
AT3G08050	0	0
